"term","estimate","lower95","upper95","num_boots","park","resp","Network","lat_rank","park_ord","network_ord","strp_col"
"Intercept",1.14473242762214,0.404181600723591,2.13548209453399,1000,"NACE","tree_20cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.239434804312679,-0.564936864937473,-0.0249037871450221,1000,"NACE","tree_20cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.905297623309465,0.379235068010467,1.59505080282555,1000,"NACE","tree_20cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.665862818996786,0.317340060630694,1.06732414155984,1000,"NACE","tree_20cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.426428014684106,0.209468469099642,0.662162554174568,1000,"NACE","tree_20cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",5.36168124215545,4.30701865588544,6.53114266622078,1000,"NACE","tree_20cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.174967143444369,-0.528811591477063,0.130983818177616,1000,"NACE","tree_20cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",5.18671409871108,4.21438484045116,6.24021251362799,1000,"NACE","tree_20cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",5.01174695526671,4.09306095480572,5.99378601281768,1000,"NACE","tree_20cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",4.83677981182234,3.80042196926919,5.883611968241,1000,"NACE","tree_20cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",4.8486586429128,1.27152495786436,9.7580243143991,998,"NACE","tree_20cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.453455613341523,-1.03155981633635,-0.00110819911195482,998,"NACE","tree_20cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",4.39520302957128,1.00132461020684,9.28197462293576,998,"NACE","tree_20cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",3.94174741622975,0.884194128288317,8.79661167970862,998,"NACE","tree_20cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",3.48829180288823,0.589760795009429,8.0672522753828,998,"NACE","tree_20cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",84.7504381710569,63.0700583897637,109.055521345145,1000,"NACE","tree_20cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.719039607587373,-2.7999480729131,4.42097064144143,1000,"NACE","tree_20cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",85.4694777786442,65.1370289221365,108.554027232059,1000,"NACE","tree_20cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",86.1885173862316,66.3042268711568,109.250212463364,1000,"NACE","tree_20cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",86.907556993819,65.5279880283414,109.897636320666,1000,"NACE","tree_20cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",24.8225335208787,9.42434091167488,44.7067592590471,1000,"NACE","tree_20cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-5.30627575191189,-11.9268375421553,-0.764235100266813,1000,"NACE","tree_20cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",19.5162577689669,8.17606545964843,33.2107703975046,1000,"NACE","tree_20cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",14.209982017055,7.01623066081563,22.4580742245835,1000,"NACE","tree_20cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",8.90370626514309,4.42932527135153,13.8167711938234,1000,"NACE","tree_20cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",114.579886887013,89.3093112153753,140.984989466187,1000,"NACE","tree_20cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-5.08826784015233,-13.2717989233715,1.32866405742698,1000,"NACE","tree_20cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",109.49161904686,87.1876812862233,131.410971252147,1000,"NACE","tree_20cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",104.403351206708,84.2911341016768,125.367046218693,1000,"NACE","tree_20cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",99.3150833665557,79.0512433453404,121.381949675565,1000,"NACE","tree_20cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",0.0851631076409503,NA,NA,NA,"NACE","tree_30cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.0203011016050001,NA,NA,NA,"NACE","tree_30cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.10546420924595,NA,NA,NA,"NACE","tree_30cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.125765310850951,NA,NA,NA,"NACE","tree_30cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.146066412455951,NA,NA,NA,"NACE","tree_30cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",4.50566977501776,3.30433877235787,5.95758779615229,1000,"NACE","tree_30cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.0534579806523347,-0.227336736505353,0.297434321652469,1000,"NACE","tree_30cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",4.55912775567009,3.44827353693795,5.82731218231145,1000,"NACE","tree_30cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",4.61258573632242,3.52164372957507,5.83106276459829,1000,"NACE","tree_30cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",4.66604371697476,3.57842328100734,5.9144535239072,1000,"NACE","tree_30cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",1.40805091302689,0.430581853965891,2.60266826904935,1000,"NACE","tree_30cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.316073597597673,-0.673321744424203,-0.0304617643072333,1000,"NACE","tree_30cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",1.09197731542922,0.384836984468469,1.92804272753086,1000,"NACE","tree_30cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.775903717831546,0.30528188744604,1.30997470080445,1000,"NACE","tree_30cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.459830120233873,0.148262838076413,0.860047470426407,1000,"NACE","tree_30cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",6.014102755622,4.68569697245643,7.53037676119356,1000,"NACE","tree_30cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.246889735028951,-0.741203801168742,0.128048598726282,1000,"NACE","tree_30cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",5.76721302059305,4.6138191331217,7.0193538788377,1000,"NACE","tree_30cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",5.5203232855641,4.41635804628377,6.66298514585148,1000,"NACE","tree_30cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",5.27343355053515,4.11594697226354,6.45475183109615,1000,"NACE","tree_30cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",1.17413289976052,NA,NA,NA,"NACE","tree_30cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.149114123859937,NA,NA,NA,"NACE","tree_30cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",1.32324702362046,NA,NA,NA,"NACE","tree_30cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",1.4723611474804,NA,NA,NA,"NACE","tree_30cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",1.62147527134033,NA,NA,NA,"NACE","tree_30cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",49.2502449554009,35.9546396575587,63.5677822812335,1000,"NACE","tree_30cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.0385850673723978,-2.94782129724772,2.66797241363862,1000,"NACE","tree_30cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",49.2116598880285,37.3454553325099,62.613817269938,1000,"NACE","tree_30cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",49.1730748206561,37.5060584550966,61.8941355358756,1000,"NACE","tree_30cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",49.1344897532837,37.3403018738166,61.6039153333096,1000,"NACE","tree_30cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",14.9175493862904,4.70867423872334,27.1947878196487,1000,"NACE","tree_30cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-3.33275569013345,-7.36828440240255,-0.442097064144154,1000,"NACE","tree_30cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",11.584793696157,3.97764552989701,20.6607309243997,1000,"NACE","tree_30cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",8.25203800602353,3.03601179719123,14.0514000326221,1000,"NACE","tree_30cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",4.91928231589008,1.52840558354244,9.62798077416683,1000,"NACE","tree_30cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",65.4995676358041,50.4253765319546,81.929132983741,1000,"NACE","tree_30cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-3.26961748288734,-8.10571736954786,0.884194128288189,1000,"NACE","tree_30cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",62.2299501529167,49.5632202559471,76.385231309555,1000,"NACE","tree_30cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",58.9603326700294,48.0039424142984,70.8283584231356,1000,"NACE","tree_30cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",55.6907151871421,44.6518034785595,67.8925887338342,1000,"NACE","tree_30cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",0.263790139555552,NA,NA,NA,"NACE","tree_40cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.0382871658657117,NA,NA,NA,"NACE","tree_40cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.225502973689841,NA,NA,NA,"NACE","tree_40cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.187215807824129,NA,NA,NA,"NACE","tree_40cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.148928641958417,NA,NA,NA,"NACE","tree_40cm_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",12.6879218357468,9.27848141411373,16.0576740093508,1000,"NACE","tree_40cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.471079322602442,-0.271595920949538,1.11526610604715,1000,"NACE","tree_40cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",13.1590011583493,10.1195788802026,16.2929041994555,1000,"NACE","tree_40cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",13.6300804809517,10.6651766702661,16.8318836663893,1000,"NACE","tree_40cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",14.1011598035542,11.0085219743681,17.498444534673,1000,"NACE","tree_40cm_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",1.20924430342875,0.274952670616088,2.54246652652089,999,"NACE","tree_40cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.349100598368589,-0.841181088501746,0.00755138306640921,999,"NACE","tree_40cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.860143705060159,0.24838092109067,1.70280389393927,999,"NACE","tree_40cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.51104310669157,0.183255516075463,0.899555037100802,999,"NACE","tree_40cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.161942508322982,-0.100817757328799,0.477182550300231,999,"NACE","tree_40cm_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",14.1722127394889,10.8557520832357,17.6562254646529,1000,"NACE","tree_40cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.0803075701654818,-0.804738920424866,0.871372053458222,1000,"NACE","tree_40cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",14.2525203096544,11.4118441213734,17.549409020395,1000,"NACE","tree_40cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",14.3328278798199,11.3577106323096,17.4575433182178,1000,"NACE","tree_40cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",14.4131354499854,11.2798498636162,17.752309508806,1000,"NACE","tree_40cm_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",1.09203160687273,NA,NA,NA,"NACE","tree_40cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.151085417691018,NA,NA,NA,"NACE","tree_40cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.940946189181709,NA,NA,NA,"NACE","tree_40cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.789860771490691,NA,NA,NA,"NACE","tree_40cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.638775353799673,NA,NA,NA,"NACE","tree_40cm_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",48.6148147359187,37.4053822513373,60.5783548291284,1000,"NACE","tree_40cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",1.74731405255765,-1.18293859957764,4.60499415550225,1000,"NACE","tree_40cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",50.3621287884764,40.2977058888585,60.7220317601986,1000,"NACE","tree_40cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",52.109442841034,42.1609030544496,61.8960450749802,1000,"NACE","tree_40cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",53.8567568935917,43.7178190036829,64.449155620415,1000,"NACE","tree_40cm_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",7.02911272420872,1.9972654341227,13.9284283107202,1000,"NACE","tree_40cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-2.11313618431327,-4.66901655162789,-0.302347155421249,1000,"NACE","tree_40cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",4.91597653989545,1.62102256852856,9.28340341811924,1000,"NACE","tree_40cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",2.80284035558218,1.17892550438441,4.9121896016017,1000,"NACE","tree_40cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.689704171268918,-0.542170403603886,2.40697290478484,1000,"NACE","tree_40cm_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",56.8699543897262,45.6966746001048,69.5921299519101,1000,"NACE","tree_40cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.557190068178108,-4.34053197099245,3.09737448535296,1000,"NACE","tree_40cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",56.3127643215481,47.0096544873283,67.1516636067295,1000,"NACE","tree_40cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",55.75557425337,46.9252439612978,65.7271703262793,1000,"NACE","tree_40cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",55.1983841851918,45.4157717844259,65.8270248036626,1000,"NACE","tree_40cm_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",0.689083761232012,0.0886903298224068,1.66884934050262,1000,"NACE","Tree_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.0448072920370401,-0.198730180540116,0.046268596847671,1000,"NACE","Tree_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",0.644276469194972,0.113277056093384,1.47224358351068,1000,"NACE","Tree_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",0.599469177157932,0.130574939199279,1.28511802958938,1000,"NACE","Tree_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",0.554661885120891,0.14286929073528,1.1048155052417,1000,"NACE","Tree_BA_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",23.9363769059122,20.7653691857683,27.4434950201987,1000,"NACE","Tree_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",0.527782437223681,-0.155109295358504,1.16607935622248,1000,"NACE","Tree_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",24.4641593431359,21.2308360594071,27.9804842047002,1000,"NACE","Tree_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",24.9919417803596,21.589339786989,28.6764822613577,1000,"NACE","Tree_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",25.5197242175832,22.0005856994305,29.4745350784284,1000,"NACE","Tree_BA_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",4.67741197905233,2.08418185508533,7.93816547279473,1000,"NACE","Tree_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.995332047356913,-2.15049959214801,-0.144903722408735,1000,"NACE","Tree_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",3.68207993169542,1.8795714388853,5.88633115916355,1000,"NACE","Tree_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",2.6867478843385,1.5943953097431,3.9529959916438,1000,"NACE","Tree_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",1.69141583698159,0.967325799095637,2.48198519608313,1000,"NACE","Tree_BA_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",29.3804416221988,25.803035441669,33.1238867950223,1000,"NACE","Tree_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.535676176793476,-1.88804434264287,0.62888131631204,1000,"NACE","Tree_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",28.8447654454054,25.7428606091716,31.7619945698543,1000,"NACE","Tree_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",28.3090892686119,25.3875519283691,31.2765004018502,1000,"NACE","Tree_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",27.7734130918184,24.532224822772,31.1943534462973,1000,"NACE","Tree_BA_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",14.5142074394022,2.55433859283285,35.6560141768913,1000,"NACE","Tree_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-0.612449692258956,-4.42465478364274,1.7683882565766,1000,"NACE","Tree_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",13.9017577471432,3.58589840916937,31.0290918134855,1000,"NACE","Tree_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",13.2893080548843,4.50898916053599,27.0219549984103,1000,"NACE","Tree_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",12.6768583626253,5.00926013731752,22.2067811414402,1000,"NACE","Tree_Dens_Exotic","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",345.003154749979,291.382403364631,401.072404778718,1000,"NACE","Tree_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-2.82659709450643,-10.2074832032205,4.1299234075472,1000,"NACE","Tree_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",342.176557655472,290.460876740842,395.439113650287,1000,"NACE","Tree_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",339.349960560966,289.849040435715,389.155196269416,1000,"NACE","Tree_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",336.52336346646,291.16798589862,383.421808579792,1000,"NACE","Tree_Dens_NatCan","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",98.1875744853111,51.9496204438002,148.549525742037,1000,"NACE","Tree_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-13.4804428795742,-29.6231144429494,1.32997533463376,1000,"NACE","Tree_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",84.7071316057369,50.5652454483567,120.91395509551,1000,"NACE","Tree_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",71.2266887261627,47.0941638198276,96.1367443954416,1000,"NACE","Tree_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",57.7462458465885,37.3810105746262,80.7576250977328,1000,"NACE","Tree_Dens_NatOth","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",456.616293402499,403.015513297713,514.055032614114,1000,"NACE","Tree_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Slope",-16.5922148621783,-35.8365453323212,-1.37699708572529,1000,"NACE","Tree_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c1_response",440.024078540321,393.568650479341,486.79900497234,1000,"NACE","Tree_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c2_response",423.431863678143,380.552283617197,468.897277917443,1000,"NACE","Tree_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"c3_response",406.839648815964,361.486804734464,458.455017531831,1000,"NACE","Tree_Dens_Total","NCRN",14,"NACE","NCRN","#E1E59B"
"Intercept",0.607181579036624,0.562967012197618,0.651675734698283,1000,"PRWI","Hor_sap","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",-0.0208986949329161,-0.0322601126681889,-0.00904737469220025,1000,"PRWI","Hor_sap","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",0.586282884103708,0.544665746226541,0.62799063141034,1000,"PRWI","Hor_sap","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",0.565384189170792,0.524389546706369,0.606339127199943,1000,"PRWI","Hor_sap","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",0.544485494237876,0.501749860260929,0.587104077583688,1000,"PRWI","Hor_sap","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",0.642004062634907,0.571769198825426,0.718123655237794,1000,"PRWI","Hor_seed","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",-0.0166186856730417,-0.0479382269173022,0.0115823401062312,1000,"PRWI","Hor_seed","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",0.625385376961866,0.572244347589914,0.685132367490559,1000,"PRWI","Hor_seed","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",0.608766691288824,0.558831253293121,0.660804580530239,1000,"PRWI","Hor_seed","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",0.592148005615782,0.532620536792769,0.651561522661024,1000,"PRWI","Hor_seed","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",NA,NA,NA,NA,"PRWI","Sap_BA_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",NA,NA,NA,NA,"PRWI","Sap_BA_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",NA,NA,NA,NA,"PRWI","Sap_BA_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",NA,NA,NA,NA,"PRWI","Sap_BA_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",NA,NA,NA,NA,"PRWI","Sap_BA_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",1.76012913246244,1.56342561533758,1.97441969676645,1000,"PRWI","Sap_BA_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",-0.0249970522343974,-0.0880005610919379,0.0334603921951279,1000,"PRWI","Sap_BA_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",1.73513208022804,1.57262098375412,1.91238481690652,1000,"PRWI","Sap_BA_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",1.71013502799364,1.54938537393259,1.87100069526609,1000,"PRWI","Sap_BA_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",1.68513797575924,1.51658856781954,1.86393188560767,1000,"PRWI","Sap_BA_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",0.556898652430605,0.445134695946414,0.677460842152928,1000,"PRWI","Sap_BA_NatOth","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",-0.022984439863549,-0.0469982598018275,0.00176713464986688,1000,"PRWI","Sap_BA_NatOth","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",0.533914212567056,0.427321687287419,0.651986760127852,1000,"PRWI","Sap_BA_NatOth","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",0.510929772703507,0.400807552243181,0.629378583906876,1000,"PRWI","Sap_BA_NatOth","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",0.487945332839958,0.370036775916943,0.613658454937225,1000,"PRWI","Sap_BA_NatOth","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",2.31702778489295,2.07939491520615,2.54103987683104,1000,"PRWI","Sap_BA_Total","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",-0.0479814920979449,-0.114785890570805,0.0248357383034763,1000,"PRWI","Sap_BA_Total","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",2.26904629279501,2.05461521833107,2.45568586712441,1000,"PRWI","Sap_BA_Total","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",2.22106480069706,2.02654608611254,2.40539319127162,1000,"PRWI","Sap_BA_Total","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",2.17308330859912,1.95637771109727,2.37590594662573,1000,"PRWI","Sap_BA_Total","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",NA,NA,NA,NA,"PRWI","Sap_Dens_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"Slope",NA,NA,NA,NA,"PRWI","Sap_Dens_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c1_response",NA,NA,NA,NA,"PRWI","Sap_Dens_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c2_response",NA,NA,NA,NA,"PRWI","Sap_Dens_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"c3_response",NA,NA,NA,NA,"PRWI","Sap_Dens_Exotic","NCRN",12,"PRWI","NCRN","#E1E59B"
"Intercept",0.111161257008565,0.0964956149445585,0.126995840601094,1000,"PRWI","Sap_Dens_NatCan","NCRN",12,"PRWI","NCRN","#E1E59B"
